id,name,source
per_lm_ac.ben_q5_rur,Benefits incidence in 5th quintile (richest) (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.ben_q5_tot,Benefits incidence in 5th quintile (richest) (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.ben_q5_urb,Benefits incidence in 5th quintile (richest) (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_ep_preT_tot,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Active Labor Market  (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_ep_tot,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q1_preT_tot,Beneficiary incidence in 1st quintile (poorest) (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q1_rur,Beneficiary incidence in 1st quintile (poorest) (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q1_tot,Beneficiary incidence in 1st quintile (poorest) (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q1_urb,Beneficiary incidence in 1st quintile (poorest) (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q2_preT_tot,Beneficiary incidence in 2nd quintile (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q2_rur,Beneficiary incidence in 2nd quintile (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q2_tot,Beneficiary incidence in 2nd quintile (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q2_urb,Beneficiary incidence in 2nd quintile (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q3_preT_tot,Beneficiary incidence in 3rd quintile (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q3_rur,Beneficiary incidence in 3rd quintile (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q3_tot,Beneficiary incidence in 3rd quintile (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q3_urb,Beneficiary incidence in 3rd quintile (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q4_preT_tot,Beneficiary incidence in 4th quintile (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q4_rur,Beneficiary incidence in 4th quintile (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q4_tot,Beneficiary incidence in 4th quintile (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q4_urb,Beneficiary incidence in 4th quintile (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q5_preT_tot,Beneficiary incidence in 5th quintile (richest) (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q5_rur,Beneficiary incidence in 5th quintile (richest) (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q5_tot,Beneficiary incidence in 5th quintile (richest) (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.bry_q5_urb,Beneficiary incidence in 5th quintile (richest) (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cba_ep_tot,Benefit-cost ratio -  Active Labor Market  -extreme poor (<$2.15 a day),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cba_q1_rur,Benefit-cost ratio -  Active Labor Market  -1st quintile (poorest) -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cba_q1_tot,Benefit-cost ratio -  Active Labor Market  -1st quintile (poorest),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cba_q1_urb,Benefit-cost ratio -  Active Labor Market  - 1st quintile (poorest) -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_ep_preT_tot,Coverage in extreme poor (<$2.15 a day) (%) - Active Labor Market  (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_ep_tot,Coverage in extreme poor (<$2.15 a day) (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_pop_preT_tot,Coverage (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_pop_rur,Coverage (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_pop_tot,Coverage (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_pop_urb,Coverage (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q1_preT_tot,Coverage in 1st quintile (poorest) (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q1_rur,Coverage in 1st quintile (poorest) (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q1_tot,Coverage in 1st quintile (poorest) (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q1_urb,Coverage in 1st quintile (poorest) (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q2_preT_tot,Coverage in 2nd quintile (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q2_rur,Coverage in 2nd quintile (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q2_tot,Coverage in 2nd quintile (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q2_urb,Coverage in 2nd quintile (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q3_preT_tot,Coverage in 3rd quintile (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q3_rur,Coverage in 3rd quintile (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q3_tot,Coverage in 3rd quintile (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q3_urb,Coverage in 3rd quintile (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q4_preT_tot,Coverage in 4th quintile (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q4_rur,Coverage in 4th quintile (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q4_tot,Coverage in 4th quintile (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q4_urb,Coverage in 4th quintile (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q5_preT_tot,Coverage in 5th quintile (richest) (%) - Active Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q5_rur,Coverage in 5th quintile (richest) (%) - Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q5_tot,Coverage in 5th quintile (richest) (%) - Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac.cov_q5_urb,Coverage in 5th quintile (richest) (%) - Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_gini_rur,Gini inequality index reduction (%) -  Active Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_gini_tot,Gini inequality index reduction (%) -  Active Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_gini_urb,Gini inequality index reduction (%) -  Active Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_p0_ep_tot,Poverty Headcount reduction (%) -  Active Labor Market  -extreme poor (<$2.15 a day),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_p0_rur,Poverty Headcount reduction (%) -  Active Labor Market  -1st quintile (poorest) -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_p0_tot,Poverty Headcount reduction (%) -  Active Labor Market  -1st quintile (poorest),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_p0_urb,Poverty Headcount reduction (%) -  Active Labor Market  - 1st quintile (poorest) -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_p1_ep_tot,Poverty Gap reduction (%) -  Active Labor Market  -extreme poor (<$2.15 a day),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_p1_rur,Poverty Gap reduction (%) -  Active Labor Market  -1st quintile (poorest) -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_p1_tot,Poverty Gap reduction (%) -  Active Labor Market  -1st quintile (poorest),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_ac_p1_urb,Poverty Gap reduction (%) -  Active Labor Market  - 1st quintile (poorest) -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_ep_preT_tot,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Labor Market  (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_ep_tot,Adequacy of benefits in extreme poor (<$2.15 a day) (%) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_pop_preT_tot,Adequacy of benefits (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_pop_rur,Adequacy of benefits (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_pop_tot,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),World Development Indicators
per_lm_alllm.adq_pop_urb,Adequacy of benefits (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q1_preT_tot,Adequacy of benefits in 1st quintile (poorest) (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q1_rur,Adequacy of benefits in 1st quintile (poorest) (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q1_tot,Adequacy of benefits in 1st quintile (poorest) (%) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q1_urb,Adequacy of benefits in 1st quintile (poorest) (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q2_preT_tot,Adequacy of benefits in 2nd quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q2_rur,Adequacy of benefits in 2nd quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q2_tot,Adequacy of benefits in 2nd quintile (%) - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q2_urb,Adequacy of benefits in 2nd quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q3_preT_tot,Adequacy of benefits in 3rd quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q3_rur,Adequacy of benefits in 3rd quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q3_tot,Adequacy of benefits in 3rd quintile (%) - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q3_urb,Adequacy of benefits in 3rd quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q4_preT_tot,Adequacy of benefits in 4th quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q4_rur,Adequacy of benefits in 4th quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q4_tot,Adequacy of benefits in 4th quintile (%) - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q4_urb,Adequacy of benefits in 4th quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q5_preT_tot,Adequacy of benefits in 5th quintile (richest) (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q5_rur,Adequacy of benefits in 5th quintile (richest) (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q5_tot,Adequacy of benefits in 5th quintile (richest) (%) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.adq_q5_urb,Adequacy of benefits in 5th quintile (richest) (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_ep_preT_tot,Average per capita transfer held by extreme poor (<$2.15 a day) - All Labor Market  (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_ep_tot,Average per capita transfer held by extreme poor (<$2.15 a day) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_pop_preT_tot,Average per capita transfer - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_pop_rur,Average per capita transfer - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_pop_tot,Average per capita transfer - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_pop_urb,Average per capita transfer - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q1_preT_tot,Average per capita transfer held by 1st quintile (poorest) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q1_rur,Average per capita transfer held by 1st quintile (poorest) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q1_tot,Average per capita transfer held by 1st quintile (poorest) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q1_urb,Average per capita transfer held by 1st quintile (poorest) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q2_preT_tot,Average per capita transfer held by 2nd quintile - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q2_rur,Average per capita transfer held by 2nd quintile - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q2_tot,Average per capita transfer held by 2nd quintile - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q2_urb,Average per capita transfer held by 2nd quintile - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q3_preT_tot,Average per capita transfer held by 3rd quintile - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q3_rur,Average per capita transfer held by 3rd quintile - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q3_tot,Average per capita transfer held by 3rd quintile - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q3_urb,Average per capita transfer held by 3rd quintile - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q4_preT_tot,Average per capita transfer held by 4th quintile - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q4_rur,Average per capita transfer held by 4th quintile - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q4_tot,Average per capita transfer held by 4th quintile - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q4_urb,Average per capita transfer held by 4th quintile - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q5_preT_tot,Average per capita transfer held by 5th quintile (richest) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q5_rur,Average per capita transfer held by 5th quintile (richest) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q5_tot,Average per capita transfer held by 5th quintile (richest) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.avt_q5_urb,Average per capita transfer held by 5th quintile (richest) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_ep_preT_tot,Benefits incidence in extreme poor (<$2.15 a day) (%) - All Labor Market  (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_ep_tot,Benefits incidence in extreme poor (<$2.15 a day) (%) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q1_preT_tot,Benefits incidence in 1st quintile (poorest) (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q1_rur,Benefits incidence in 1st quintile (poorest) (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q1_tot,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),World Development Indicators
per_lm_alllm.ben_q1_urb,Benefits incidence in 1st quintile (poorest) (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q2_preT_tot,Benefits incidence in 2nd quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q2_rur,Benefits incidence in 2nd quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q2_tot,Benefits incidence in 2nd quintile (%) - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q2_urb,Benefits incidence in 2nd quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q3_preT_tot,Benefits incidence in 3rd quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q3_rur,Benefits incidence in 3rd quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q3_tot,Benefits incidence in 3rd quintile (%) - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q3_urb,Benefits incidence in 3rd quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q4_preT_tot,Benefits incidence in 4th quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q4_rur,Benefits incidence in 4th quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q4_tot,Benefits incidence in 4th quintile (%) - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q4_urb,Benefits incidence in 4th quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q5_preT_tot,Benefits incidence in 5th quintile (richest) (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q5_rur,Benefits incidence in 5th quintile (richest) (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q5_tot,Benefits incidence in 5th quintile (richest) (%) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.ben_q5_urb,Benefits incidence in 5th quintile (richest) (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_ep_preT_tot,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - All Labor Market  (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_ep_tot,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q1_preT_tot,Beneficiary incidence in 1st quintile (poorest) (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q1_rur,Beneficiary incidence in 1st quintile (poorest) (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q1_tot,Beneficiary incidence in 1st quintile (poorest) (%) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q1_urb,Beneficiary incidence in 1st quintile (poorest) (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q2_preT_tot,Beneficiary incidence in 2nd quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q2_rur,Beneficiary incidence in 2nd quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q2_tot,Beneficiary incidence in 2nd quintile (%) - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q2_urb,Beneficiary incidence in 2nd quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q3_preT_tot,Beneficiary incidence in 3rd quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q3_rur,Beneficiary incidence in 3rd quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q3_tot,Beneficiary incidence in 3rd quintile (%) - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q3_urb,Beneficiary incidence in 3rd quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q4_preT_tot,Beneficiary incidence in 4th quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q4_rur,Beneficiary incidence in 4th quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q4_tot,Beneficiary incidence in 4th quintile (%) - All Labor Market ,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q4_urb,Beneficiary incidence in 4th quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q5_preT_tot,Beneficiary incidence in 5th quintile (richest) (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q5_rur,Beneficiary incidence in 5th quintile (richest) (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q5_tot,Beneficiary incidence in 5th quintile (richest) (%) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.bry_q5_urb,Beneficiary incidence in 5th quintile (richest) (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cba_ep_tot,Benefit-cost ratio -  All Labor Market  -extreme poor (<$2.15 a day),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cba_q1_rur,Benefit-cost ratio -  All Labor Market  -1st quintile (poorest) -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cba_q1_tot,Benefit-cost ratio -  All Labor Market  -1st quintile (poorest),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cba_q1_urb,Benefit-cost ratio -  All Labor Market  - 1st quintile (poorest) -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_ep_preT_tot,Coverage in extreme poor (<$2.15 a day) (%) - All Labor Market  (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_ep_tot,Coverage in extreme poor (<$2.15 a day) (%) - All Labor Market,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_pop_preT_tot,Coverage (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_pop_rur,Coverage (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_pop_tot,Coverage of unemployment benefits and ALMP (% of population),World Development Indicators
per_lm_alllm.cov_pop_urb,Coverage (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q1_preT_tot,Coverage in 1st quintile (poorest) (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q1_rur,Coverage in 1st quintile (poorest) (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q1_tot,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),World Development Indicators
per_lm_alllm.cov_q1_urb,Coverage in 1st quintile (poorest) (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q2_preT_tot,Coverage in 2nd quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q2_rur,Coverage in 2nd quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q2_tot,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),World Development Indicators
per_lm_alllm.cov_q2_urb,Coverage in 2nd quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q3_preT_tot,Coverage in 3rd quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q3_rur,Coverage in 3rd quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q3_tot,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),World Development Indicators
per_lm_alllm.cov_q3_urb,Coverage in 3rd quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q4_preT_tot,Coverage in 4th quintile (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q4_rur,Coverage in 4th quintile (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q4_tot,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),World Development Indicators
per_lm_alllm.cov_q4_urb,Coverage in 4th quintile (%) - All Labor Market -urban,The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q5_preT_tot,Coverage in 5th quintile (richest) (%) - All Labor Market (preT),The Atlas of Social Protection: Indicators of Resilience and Equity
per_lm_alllm.cov_q5_rur,Coverage in 5th quintile (richest) (%) - All Labor Market -rural,The Atlas of Social Protection: Indicators of Resilience and Equity
